date;year;month;country_id;country;variable;value
1991-06-01;1991;6;15;LUX;rhpi;54.94
1991-09-01;1991;9;15;LUX;rhpi;55.64
1991-12-01;1991;12;15;LUX;rhpi;56.39
1992-03-01;1992;3;15;LUX;rhpi;58.39
1992-06-01;1992;6;15;LUX;rhpi;58.74
1992-09-01;1992;9;15;LUX;rhpi;58.68
1992-12-01;1992;12;15;LUX;rhpi;58.26
1993-03-01;1993;3;15;LUX;rhpi;56.25
1993-06-01;1993;6;15;LUX;rhpi;55.67
1993-09-01;1993;9;15;LUX;rhpi;55.25
1993-12-01;1993;12;15;LUX;rhpi;54.99
1994-03-01;1994;3;15;LUX;rhpi;55.31
1994-06-01;1994;6;15;LUX;rhpi;55.18
1994-09-01;1994;9;15;LUX;rhpi;55.03
1994-12-01;1994;12;15;LUX;rhpi;54.83
1995-03-01;1995;3;15;LUX;rhpi;53.87
1995-06-01;1995;6;15;LUX;rhpi;53.74
1995-09-01;1995;9;15;LUX;rhpi;54.25
1995-12-01;1995;12;15;LUX;rhpi;54.94
1996-03-01;1996;3;15;LUX;rhpi;56.22
1996-06-01;1996;6;15;LUX;rhpi;56.97
1996-09-01;1996;9;15;LUX;rhpi;57.37
1996-12-01;1996;12;15;LUX;rhpi;57.72
1997-03-01;1997;3;15;LUX;rhpi;57.88
1997-06-01;1997;6;15;LUX;rhpi;58.20
1997-09-01;1997;9;15;LUX;rhpi;58.46
1997-12-01;1997;12;15;LUX;rhpi;58.90
1998-03-01;1998;3;15;LUX;rhpi;58.99
1998-06-01;1998;6;15;LUX;rhpi;59.49
1998-09-01;1998;9;15;LUX;rhpi;59.83
1998-12-01;1998;12;15;LUX;rhpi;60.15
1999-03-01;1999;3;15;LUX;rhpi;61.20
1999-06-01;1999;6;15;LUX;rhpi;61.59
1999-09-01;1999;9;15;LUX;rhpi;62.76
1999-12-01;1999;12;15;LUX;rhpi;62.91
2000-03-01;2000;3;15;LUX;rhpi;63.30
2000-06-01;2000;6;15;LUX;rhpi;63.90
2000-09-01;2000;9;15;LUX;rhpi;65.31
2000-12-01;2000;12;15;LUX;rhpi;66.21
2001-03-01;2001;3;15;LUX;rhpi;69.98
2001-06-01;2001;6;15;LUX;rhpi;71.55
2001-09-01;2001;9;15;LUX;rhpi;73.41
2001-12-01;2001;12;15;LUX;rhpi;74.81
2002-03-01;2002;3;15;LUX;rhpi;75.50
2002-06-01;2002;6;15;LUX;rhpi;76.74
2002-09-01;2002;9;15;LUX;rhpi;78.20
2002-12-01;2002;12;15;LUX;rhpi;79.63
2003-03-01;2003;3;15;LUX;rhpi;80.67
2003-06-01;2003;6;15;LUX;rhpi;83.53
2003-09-01;2003;9;15;LUX;rhpi;85.59
2003-12-01;2003;12;15;LUX;rhpi;87.91
2004-03-01;2004;3;15;LUX;rhpi;90.63
2004-06-01;2004;6;15;LUX;rhpi;93.31
2004-09-01;2004;9;15;LUX;rhpi;95.49
2004-12-01;2004;12;15;LUX;rhpi;97.31
2005-03-01;2005;3;15;LUX;rhpi;98.72
2005-06-01;2005;6;15;LUX;rhpi;99.30
2005-09-01;2005;9;15;LUX;rhpi;101.42
2005-12-01;2005;12;15;LUX;rhpi;100.56
2006-03-01;2006;3;15;LUX;rhpi;103.97
2006-06-01;2006;6;15;LUX;rhpi;106.73
2006-09-01;2006;9;15;LUX;rhpi;105.51
2006-12-01;2006;12;15;LUX;rhpi;105.96
2007-03-01;2007;3;15;LUX;rhpi;105.44
2007-06-01;2007;6;15;LUX;rhpi;105.67
2007-09-01;2007;9;15;LUX;rhpi;105.73
2007-12-01;2007;12;15;LUX;rhpi;104.83
2008-03-01;2008;3;15;LUX;rhpi;103.37
2008-06-01;2008;6;15;LUX;rhpi;101.51
2008-09-01;2008;9;15;LUX;rhpi;99.60
2008-12-01;2008;12;15;LUX;rhpi;100.16
2009-03-01;2009;3;15;LUX;rhpi;101.40
2009-06-01;2009;6;15;LUX;rhpi;102.57
2009-09-01;2009;9;15;LUX;rhpi;102.11
2009-12-01;2009;12;15;LUX;rhpi;103.46
2010-03-01;2010;3;15;LUX;rhpi;104.61
2010-06-01;2010;6;15;LUX;rhpi;105.28
2010-09-01;2010;9;15;LUX;rhpi;105.76
2010-12-01;2010;12;15;LUX;rhpi;106.97
2011-03-01;2011;3;15;LUX;rhpi;106.25
2011-06-01;2011;6;15;LUX;rhpi;106.04
2011-09-01;2011;9;15;LUX;rhpi;106.30
2011-12-01;2011;12;15;LUX;rhpi;106.14
2012-03-01;2012;3;15;LUX;rhpi;102.27
2012-06-01;2012;6;15;LUX;rhpi;103.10
2012-09-01;2012;9;15;LUX;rhpi;102.42
2012-12-01;2012;12;15;LUX;rhpi;103.04
2013-03-01;2013;3;15;LUX;rhpi;108.15
2013-06-01;2013;6;15;LUX;rhpi;108.95
2013-09-01;2013;9;15;LUX;rhpi;109.51
2013-12-01;2013;12;15;LUX;rhpi;111.55
2014-03-01;2014;3;15;LUX;rhpi;112.85
2014-06-01;2014;6;15;LUX;rhpi;114.99
2014-09-01;2014;9;15;LUX;rhpi;117.03
2014-12-01;2014;12;15;LUX;rhpi;118.59
2015-03-01;2015;3;15;LUX;rhpi;122.17
2015-06-01;2015;6;15;LUX;rhpi;122.41
2015-09-01;2015;9;15;LUX;rhpi;120.87
2015-12-01;2015;12;15;LUX;rhpi;121.34
2016-03-01;2016;3;15;LUX;rhpi;125.98
2016-06-01;2016;6;15;LUX;rhpi;126.36
2016-09-01;2016;9;15;LUX;rhpi;130.27
2016-12-01;2016;12;15;LUX;rhpi;129.18
2017-03-01;2017;3;15;LUX;rhpi;130.64
2017-06-01;2017;6;15;LUX;rhpi;134.03
2017-09-01;2017;9;15;LUX;rhpi;134.42
2017-12-01;2017;12;15;LUX;rhpi;138.16
2018-03-01;2018;3;15;LUX;rhpi;136.21
2018-06-01;2018;6;15;LUX;rhpi;139.45
2018-09-01;2018;9;15;LUX;rhpi;144.41
2018-12-01;2018;12;15;LUX;rhpi;143.59
2019-03-01;2019;3;15;LUX;rhpi;152.51
2019-06-01;2019;6;15;LUX;rhpi;150.95
1975-03-01;1975;3;16;NLD;rhpi;37.02
1975-06-01;1975;6;16;NLD;rhpi;38.43
1975-09-01;1975;9;16;NLD;rhpi;39.69
1975-12-01;1975;12;16;NLD;rhpi;41.83
1976-03-01;1976;3;16;NLD;rhpi;43.10
1976-06-01;1976;6;16;NLD;rhpi;47.31
1976-09-01;1976;9;16;NLD;rhpi;50.41
1976-12-01;1976;12;16;NLD;rhpi;51.85
1977-03-01;1977;3;16;NLD;rhpi;57.21
1977-06-01;1977;6;16;NLD;rhpi;64.18
1977-09-01;1977;9;16;NLD;rhpi;65.52
1977-12-01;1977;12;16;NLD;rhpi;64.79
1978-03-01;1978;3;16;NLD;rhpi;65.33
1978-06-01;1978;6;16;NLD;rhpi;69.11
1978-09-01;1978;9;16;NLD;rhpi;64.60
1978-12-01;1978;12;16;NLD;rhpi;63.01
1979-03-01;1979;3;16;NLD;rhpi;60.79
1979-06-01;1979;6;16;NLD;rhpi;60.98
1979-09-01;1979;9;16;NLD;rhpi;59.31
1979-12-01;1979;12;16;NLD;rhpi;56.05
1980-03-01;1980;3;16;NLD;rhpi;53.93
1980-06-01;1980;6;16;NLD;rhpi;52.75
1980-09-01;1980;9;16;NLD;rhpi;49.14
1980-12-01;1980;12;16;NLD;rhpi;47.79
1981-03-01;1981;3;16;NLD;rhpi;46.61
1981-06-01;1981;6;16;NLD;rhpi;44.60
1981-09-01;1981;9;16;NLD;rhpi;42.42
1981-12-01;1981;12;16;NLD;rhpi;38.56
1982-03-01;1982;3;16;NLD;rhpi;36.64
1982-06-01;1982;6;16;NLD;rhpi;36.54
1982-09-01;1982;9;16;NLD;rhpi;37.18
1982-12-01;1982;12;16;NLD;rhpi;35.37
1983-03-01;1983;3;16;NLD;rhpi;35.17
1983-06-01;1983;6;16;NLD;rhpi;36.80
1983-09-01;1983;9;16;NLD;rhpi;37.04
1983-12-01;1983;12;16;NLD;rhpi;35.13
1984-03-01;1984;3;16;NLD;rhpi;34.72
1984-06-01;1984;6;16;NLD;rhpi;35.06
1984-09-01;1984;9;16;NLD;rhpi;35.73
1984-12-01;1984;12;16;NLD;rhpi;34.67
1985-03-01;1985;3;16;NLD;rhpi;33.22
1985-06-01;1985;6;16;NLD;rhpi;34.73
1985-09-01;1985;9;16;NLD;rhpi;34.59
1985-12-01;1985;12;16;NLD;rhpi;34.47
1986-03-01;1986;3;16;NLD;rhpi;34.36
1986-06-01;1986;6;16;NLD;rhpi;35.65
1986-09-01;1986;9;16;NLD;rhpi;37.11
1986-12-01;1986;12;16;NLD;rhpi;36.12
1987-03-01;1987;3;16;NLD;rhpi;36.33
1987-06-01;1987;6;16;NLD;rhpi;37.69
1987-09-01;1987;9;16;NLD;rhpi;38.24
1987-12-01;1987;12;16;NLD;rhpi;37.71
1988-03-01;1988;3;16;NLD;rhpi;37.78
1988-06-01;1988;6;16;NLD;rhpi;39.49
1988-09-01;1988;9;16;NLD;rhpi;40.21
1988-12-01;1988;12;16;NLD;rhpi;39.70
1989-03-01;1989;3;16;NLD;rhpi;39.64
1989-06-01;1989;6;16;NLD;rhpi;41.28
1989-09-01;1989;9;16;NLD;rhpi;42.32
1989-12-01;1989;12;16;NLD;rhpi;41.67
1990-03-01;1990;3;16;NLD;rhpi;40.95
1990-06-01;1990;6;16;NLD;rhpi;42.68
1990-09-01;1990;9;16;NLD;rhpi;41.88
1990-12-01;1990;12;16;NLD;rhpi;40.42
1991-03-01;1991;3;16;NLD;rhpi;39.86
1991-06-01;1991;6;16;NLD;rhpi;41.39
1991-09-01;1991;9;16;NLD;rhpi;41.60
1991-12-01;1991;12;16;NLD;rhpi;41.37
1992-03-01;1992;3;16;NLD;rhpi;42.54
1992-06-01;1992;6;16;NLD;rhpi;41.70
1992-09-01;1992;9;16;NLD;rhpi;44.68
1992-12-01;1992;12;16;NLD;rhpi;43.72
1993-03-01;1993;3;16;NLD;rhpi;43.94
1993-06-01;1993;6;16;NLD;rhpi;45.35
1993-09-01;1993;9;16;NLD;rhpi;46.88
1993-12-01;1993;12;16;NLD;rhpi;46.74
1994-03-01;1994;3;16;NLD;rhpi;47.67
1994-06-01;1994;6;16;NLD;rhpi;48.59
1994-09-01;1994;9;16;NLD;rhpi;50.81
1994-12-01;1994;12;16;NLD;rhpi;49.19
1995-03-01;1995;3;16;NLD;rhpi;48.94
1995-06-01;1995;6;16;NLD;rhpi;49.22
1995-09-01;1995;9;16;NLD;rhpi;50.31
1995-12-01;1995;12;16;NLD;rhpi;50.50
1996-03-01;1996;3;16;NLD;rhpi;52.19
1996-06-01;1996;6;16;NLD;rhpi;53.58
1996-09-01;1996;9;16;NLD;rhpi;55.32
1996-12-01;1996;12;16;NLD;rhpi;56.21
1997-03-01;1997;3;16;NLD;rhpi;57.85
1997-06-01;1997;6;16;NLD;rhpi;58.89
1997-09-01;1997;9;16;NLD;rhpi;60.14
1997-12-01;1997;12;16;NLD;rhpi;61.06
1998-03-01;1998;3;16;NLD;rhpi;62.32
1998-06-01;1998;6;16;NLD;rhpi;63.75
1998-09-01;1998;9;16;NLD;rhpi;65.56
1998-12-01;1998;12;16;NLD;rhpi;67.41
1999-03-01;1999;3;16;NLD;rhpi;69.52
1999-06-01;1999;6;16;NLD;rhpi;72.34
1999-09-01;1999;9;16;NLD;rhpi;75.53
1999-12-01;1999;12;16;NLD;rhpi;78.58
2000-03-01;2000;3;16;NLD;rhpi;80.81
2000-06-01;2000;6;16;NLD;rhpi;83.65
2000-09-01;2000;9;16;NLD;rhpi;86.96
2000-12-01;2000;12;16;NLD;rhpi;88.28
2001-03-01;2001;3;16;NLD;rhpi;89.18
2001-06-01;2001;6;16;NLD;rhpi;90.90
2001-09-01;2001;9;16;NLD;rhpi;93.00
2001-12-01;2001;12;16;NLD;rhpi;92.63
2002-03-01;2002;3;16;NLD;rhpi;93.37
2002-06-01;2002;6;16;NLD;rhpi;93.89
2002-09-01;2002;9;16;NLD;rhpi;94.84
2002-12-01;2002;12;16;NLD;rhpi;94.30
2003-03-01;2003;3;16;NLD;rhpi;94.50
2003-06-01;2003;6;16;NLD;rhpi;95.32
2003-09-01;2003;9;16;NLD;rhpi;95.43
2003-12-01;2003;12;16;NLD;rhpi;95.92
2004-03-01;2004;3;16;NLD;rhpi;97.39
2004-06-01;2004;6;16;NLD;rhpi;97.54
2004-09-01;2004;9;16;NLD;rhpi;98.43
2004-12-01;2004;12;16;NLD;rhpi;98.72
2005-03-01;2005;3;16;NLD;rhpi;99.40
2005-06-01;2005;6;16;NLD;rhpi;99.75
2005-09-01;2005;9;16;NLD;rhpi;100.35
2005-12-01;2005;12;16;NLD;rhpi;100.51
2006-03-01;2006;3;16;NLD;rhpi;100.78
2006-06-01;2006;6;16;NLD;rhpi;101.50
2006-09-01;2006;9;16;NLD;rhpi;102.19
2006-12-01;2006;12;16;NLD;rhpi;102.79
2007-03-01;2007;3;16;NLD;rhpi;102.93
2007-06-01;2007;6;16;NLD;rhpi;103.61
2007-09-01;2007;9;16;NLD;rhpi;104.84
2007-12-01;2007;12;16;NLD;rhpi;104.44
2008-03-01;2008;3;16;NLD;rhpi;104.54
2008-06-01;2008;6;16;NLD;rhpi;104.20
2008-09-01;2008;9;16;NLD;rhpi;105.21
2008-12-01;2008;12;16;NLD;rhpi;105.53
2009-03-01;2009;3;16;NLD;rhpi;105.28
2009-06-01;2009;6;16;NLD;rhpi;103.73
2009-09-01;2009;9;16;NLD;rhpi;101.76
2009-12-01;2009;12;16;NLD;rhpi;100.64
2010-03-01;2010;3;16;NLD;rhpi;99.71
2010-06-01;2010;6;16;NLD;rhpi;99.66
2010-09-01;2010;9;16;NLD;rhpi;98.87
2010-12-01;2010;12;16;NLD;rhpi;97.34
2011-03-01;2011;3;16;NLD;rhpi;96.36
2011-06-01;2011;6;16;NLD;rhpi;95.32
2011-09-01;2011;9;16;NLD;rhpi;94.18
2011-12-01;2011;12;16;NLD;rhpi;92.20
2012-03-01;2012;3;16;NLD;rhpi;91.13
2012-06-01;2012;6;16;NLD;rhpi;88.99
2012-09-01;2012;9;16;NLD;rhpi;85.28
2012-12-01;2012;12;16;NLD;rhpi;83.79
2013-03-01;2013;3;16;NLD;rhpi;81.16
2013-06-01;2013;6;16;NLD;rhpi;79.41
2013-09-01;2013;9;16;NLD;rhpi;79.61
2013-12-01;2013;12;16;NLD;rhpi;79.41
2014-03-01;2014;3;16;NLD;rhpi;79.08
2014-06-01;2014;6;16;NLD;rhpi;79.68
2014-09-01;2014;9;16;NLD;rhpi;80.31
2014-12-01;2014;12;16;NLD;rhpi;80.56
2015-03-01;2015;3;16;NLD;rhpi;81.80
2015-06-01;2015;6;16;NLD;rhpi;81.52
2015-09-01;2015;9;16;NLD;rhpi;82.10
2015-12-01;2015;12;16;NLD;rhpi;82.80
2016-03-01;2016;3;16;NLD;rhpi;84.04
2016-06-01;2016;6;16;NLD;rhpi;84.61
2016-09-01;2016;9;16;NLD;rhpi;86.77
2016-12-01;2016;12;16;NLD;rhpi;87.36
2017-03-01;2017;3;16;NLD;rhpi;88.41
2017-06-01;2017;6;16;NLD;rhpi;90.08
2017-09-01;2017;9;16;NLD;rhpi;91.82
2017-12-01;2017;12;16;NLD;rhpi;93.39
2018-03-01;2018;3;16;NLD;rhpi;94.94
2018-06-01;2018;6;16;NLD;rhpi;96.24
2018-09-01;2018;9;16;NLD;rhpi;98.21
2018-12-01;2018;12;16;NLD;rhpi;99.33
2019-03-01;2019;3;16;NLD;rhpi;99.90
2019-06-01;2019;6;16;NLD;rhpi;100.65
1975-03-01;1975;3;17;NOR;rhpi;56.89
1975-06-01;1975;6;17;NOR;rhpi;56.00
1975-09-01;1975;9;17;NOR;rhpi;55.70
1975-12-01;1975;12;17;NOR;rhpi;56.38
1976-03-01;1976;3;17;NOR;rhpi;55.26
1976-06-01;1976;6;17;NOR;rhpi;56.54
1976-09-01;1976;9;17;NOR;rhpi;56.72
1976-12-01;1976;12;17;NOR;rhpi;57.80
1977-03-01;1977;3;17;NOR;rhpi;57.67
1977-06-01;1977;6;17;NOR;rhpi;57.24
1977-09-01;1977;9;17;NOR;rhpi;57.35
1977-12-01;1977;12;17;NOR;rhpi;57.44
1978-03-01;1978;3;17;NOR;rhpi;56.48
1978-06-01;1978;6;17;NOR;rhpi;54.75
1978-09-01;1978;9;17;NOR;rhpi;55.81
1978-12-01;1978;12;17;NOR;rhpi;55.81
1979-03-01;1979;3;17;NOR;rhpi;55.58
1979-06-01;1979;6;17;NOR;rhpi;55.11
1979-09-01;1979;9;17;NOR;rhpi;54.81
1979-12-01;1979;12;17;NOR;rhpi;54.85
1980-03-01;1980;3;17;NOR;rhpi;55.01
1980-06-01;1980;6;17;NOR;rhpi;55.56
1980-09-01;1980;9;17;NOR;rhpi;55.22
1980-12-01;1980;12;17;NOR;rhpi;55.39
1981-03-01;1981;3;17;NOR;rhpi;54.99
1981-06-01;1981;6;17;NOR;rhpi;54.45
1981-09-01;1981;9;17;NOR;rhpi;53.29
1981-12-01;1981;12;17;NOR;rhpi;53.40
1982-03-01;1982;3;17;NOR;rhpi;53.56
1982-06-01;1982;6;17;NOR;rhpi;53.34
1982-09-01;1982;9;17;NOR;rhpi;52.69
1982-12-01;1982;12;17;NOR;rhpi;52.16
1983-03-01;1983;3;17;NOR;rhpi;53.08
1983-06-01;1983;6;17;NOR;rhpi;52.85
1983-09-01;1983;9;17;NOR;rhpi;51.92
1983-12-01;1983;12;17;NOR;rhpi;51.23
1984-03-01;1984;3;17;NOR;rhpi;52.45
1984-06-01;1984;6;17;NOR;rhpi;54.79
1984-09-01;1984;9;17;NOR;rhpi;57.33
1984-12-01;1984;12;17;NOR;rhpi;60.04
1985-03-01;1985;3;17;NOR;rhpi;61.65
1985-06-01;1985;6;17;NOR;rhpi;61.52
1985-09-01;1985;9;17;NOR;rhpi;64.46
1985-12-01;1985;12;17;NOR;rhpi;68.90
1986-03-01;1986;3;17;NOR;rhpi;76.21
1986-06-01;1986;6;17;NOR;rhpi;78.22
1986-09-01;1986;9;17;NOR;rhpi;79.81
1986-12-01;1986;12;17;NOR;rhpi;79.92
1987-03-01;1987;3;17;NOR;rhpi;76.76
1987-06-01;1987;6;17;NOR;rhpi;81.33
1987-09-01;1987;9;17;NOR;rhpi;78.83
1987-12-01;1987;12;17;NOR;rhpi;77.90
1988-03-01;1988;3;17;NOR;rhpi;78.53
1988-06-01;1988;6;17;NOR;rhpi;76.49
1988-09-01;1988;9;17;NOR;rhpi;76.75
1988-12-01;1988;12;17;NOR;rhpi;76.10
1989-03-01;1989;3;17;NOR;rhpi;73.90
1989-06-01;1989;6;17;NOR;rhpi;69.59
1989-09-01;1989;9;17;NOR;rhpi;66.91
1989-12-01;1989;12;17;NOR;rhpi;65.41
1990-03-01;1990;3;17;NOR;rhpi;63.58
1990-06-01;1990;6;17;NOR;rhpi;62.50
1990-09-01;1990;9;17;NOR;rhpi;60.56
1990-12-01;1990;12;17;NOR;rhpi;57.97
1991-03-01;1991;3;17;NOR;rhpi;56.96
1991-06-01;1991;6;17;NOR;rhpi;54.95
1991-09-01;1991;9;17;NOR;rhpi;54.17
1991-12-01;1991;12;17;NOR;rhpi;54.61
1992-03-01;1992;3;17;NOR;rhpi;53.04
1992-06-01;1992;6;17;NOR;rhpi;53.67
1992-09-01;1992;9;17;NOR;rhpi;53.25
1992-12-01;1992;12;17;NOR;rhpi;52.17
1993-03-01;1993;3;17;NOR;rhpi;50.34
1993-06-01;1993;6;17;NOR;rhpi;51.63
1993-09-01;1993;9;17;NOR;rhpi;53.14
1993-12-01;1993;12;17;NOR;rhpi;54.17
1994-03-01;1994;3;17;NOR;rhpi;56.21
1994-06-01;1994;6;17;NOR;rhpi;55.85
1994-09-01;1994;9;17;NOR;rhpi;57.77
1994-12-01;1994;12;17;NOR;rhpi;59.13
1995-03-01;1995;3;17;NOR;rhpi;59.33
1995-06-01;1995;6;17;NOR;rhpi;60.25
1995-09-01;1995;9;17;NOR;rhpi;61.53
1995-12-01;1995;12;17;NOR;rhpi;61.21
1996-03-01;1996;3;17;NOR;rhpi;62.31
1996-06-01;1996;6;17;NOR;rhpi;63.35
1996-09-01;1996;9;17;NOR;rhpi;65.21
1996-12-01;1996;12;17;NOR;rhpi;66.25
1997-03-01;1997;3;17;NOR;rhpi;65.32
1997-06-01;1997;6;17;NOR;rhpi;67.96
1997-09-01;1997;9;17;NOR;rhpi;69.99
1997-12-01;1997;12;17;NOR;rhpi;70.41
1998-03-01;1998;3;17;NOR;rhpi;70.77
1998-06-01;1998;6;17;NOR;rhpi;72.70
1998-09-01;1998;9;17;NOR;rhpi;72.53
1998-12-01;1998;12;17;NOR;rhpi;70.99
1999-03-01;1999;3;17;NOR;rhpi;73.43
1999-06-01;1999;6;17;NOR;rhpi;75.44
1999-09-01;1999;9;17;NOR;rhpi;76.16
1999-12-01;1999;12;17;NOR;rhpi;78.06
2000-03-01;2000;3;17;NOR;rhpi;79.16
2000-06-01;2000;6;17;NOR;rhpi;83.52
2000-09-01;2000;9;17;NOR;rhpi;82.26
2000-12-01;2000;12;17;NOR;rhpi;83.99
2001-03-01;2001;3;17;NOR;rhpi;83.98
2001-06-01;2001;6;17;NOR;rhpi;85.67
2001-09-01;2001;9;17;NOR;rhpi;87.68
2001-12-01;2001;12;17;NOR;rhpi;88.39
2002-03-01;2002;3;17;NOR;rhpi;88.35
2002-06-01;2002;6;17;NOR;rhpi;88.93
2002-09-01;2002;9;17;NOR;rhpi;86.45
2002-12-01;2002;12;17;NOR;rhpi;86.98
2003-03-01;2003;3;17;NOR;rhpi;86.29
2003-06-01;2003;6;17;NOR;rhpi;86.21
2003-09-01;2003;9;17;NOR;rhpi;86.49
2003-12-01;2003;12;17;NOR;rhpi;87.46
2004-03-01;2004;3;17;NOR;rhpi;92.92
2004-06-01;2004;6;17;NOR;rhpi;92.78
2004-09-01;2004;9;17;NOR;rhpi;93.37
2004-12-01;2004;12;17;NOR;rhpi;95.04
2005-03-01;2005;3;17;NOR;rhpi;98.78
2005-06-01;2005;6;17;NOR;rhpi;98.68
2005-09-01;2005;9;17;NOR;rhpi;100.58
2005-12-01;2005;12;17;NOR;rhpi;101.96
2006-03-01;2006;3;17;NOR;rhpi;105.35
2006-06-01;2006;6;17;NOR;rhpi;108.26
2006-09-01;2006;9;17;NOR;rhpi;112.48
2006-12-01;2006;12;17;NOR;rhpi;115.16
2007-03-01;2007;3;17;NOR;rhpi;120.05
2007-06-01;2007;6;17;NOR;rhpi;123.64
2007-09-01;2007;9;17;NOR;rhpi;125.34
2007-12-01;2007;12;17;NOR;rhpi;124.71
2008-03-01;2008;3;17;NOR;rhpi;124.94
2008-06-01;2008;6;17;NOR;rhpi;124.16
2008-09-01;2008;9;17;NOR;rhpi;119.83
2008-12-01;2008;12;17;NOR;rhpi;113.69
2009-03-01;2009;3;17;NOR;rhpi;114.60
2009-06-01;2009;6;17;NOR;rhpi;117.67
2009-09-01;2009;9;17;NOR;rhpi;120.73
2009-12-01;2009;12;17;NOR;rhpi;122.88
2010-03-01;2010;3;17;NOR;rhpi;122.80
2010-06-01;2010;6;17;NOR;rhpi;126.84
2010-09-01;2010;9;17;NOR;rhpi;126.22
2010-12-01;2010;12;17;NOR;rhpi;127.41
2011-03-01;2011;3;17;NOR;rhpi;131.63
2011-06-01;2011;6;17;NOR;rhpi;131.44
2011-09-01;2011;9;17;NOR;rhpi;133.86
2011-12-01;2011;12;17;NOR;rhpi;135.94
2012-03-01;2012;3;17;NOR;rhpi;137.11
2012-06-01;2012;6;17;NOR;rhpi;138.99
2012-09-01;2012;9;17;NOR;rhpi;140.55
2012-12-01;2012;12;17;NOR;rhpi;141.20
2013-03-01;2013;3;17;NOR;rhpi;142.63
2013-06-01;2013;6;17;NOR;rhpi;143.49
2013-09-01;2013;9;17;NOR;rhpi;142.28
2013-12-01;2013;12;17;NOR;rhpi;141.14
2014-03-01;2014;3;17;NOR;rhpi;140.57
2014-06-01;2014;6;17;NOR;rhpi;142.89
2014-09-01;2014;9;17;NOR;rhpi;144.52
2014-12-01;2014;12;17;NOR;rhpi;145.98
2015-03-01;2015;3;17;NOR;rhpi;145.55
2015-06-01;2015;6;17;NOR;rhpi;147.41
2015-09-01;2015;9;17;NOR;rhpi;148.16
2015-12-01;2015;12;17;NOR;rhpi;146.03
2016-03-01;2016;3;17;NOR;rhpi;147.54
2016-06-01;2016;6;17;NOR;rhpi;148.08
2016-09-01;2016;9;17;NOR;rhpi;151.01
2016-12-01;2016;12;17;NOR;rhpi;153.06
2017-03-01;2017;3;17;NOR;rhpi;154.71
2017-06-01;2017;6;17;NOR;rhpi;153.24
2017-09-01;2017;9;17;NOR;rhpi;153.19
2017-12-01;2017;12;17;NOR;rhpi;153.54
2018-03-01;2018;3;17;NOR;rhpi;152.33
2018-06-01;2018;6;17;NOR;rhpi;154.13
2018-09-01;2018;9;17;NOR;rhpi;153.35
2018-12-01;2018;12;17;NOR;rhpi;151.87
2019-03-01;2019;3;17;NOR;rhpi;152.59
2019-06-01;2019;6;17;NOR;rhpi;153.65
1975-03-01;1975;3;18;NZL;rhpi;55.54
1975-06-01;1975;6;18;NZL;rhpi;53.25
1975-09-01;1975;9;18;NZL;rhpi;51.56
1975-12-01;1975;12;18;NZL;rhpi;50.32
1976-03-01;1976;3;18;NZL;rhpi;49.04
1976-06-01;1976;6;18;NZL;rhpi;48.02
1976-09-01;1976;9;18;NZL;rhpi;46.67
1976-12-01;1976;12;18;NZL;rhpi;45.69
1977-03-01;1977;3;18;NZL;rhpi;44.37
1977-06-01;1977;6;18;NZL;rhpi;44.26
1977-09-01;1977;9;18;NZL;rhpi;43.41
1977-12-01;1977;12;18;NZL;rhpi;42.18
1978-03-01;1978;3;18;NZL;rhpi;41.92
1978-06-01;1978;6;18;NZL;rhpi;40.81
1978-09-01;1978;9;18;NZL;rhpi;39.58
1978-12-01;1978;12;18;NZL;rhpi;38.28
1979-03-01;1979;3;18;NZL;rhpi;37.90
1979-06-01;1979;6;18;NZL;rhpi;36.74
1979-09-01;1979;9;18;NZL;rhpi;35.50
1979-12-01;1979;12;18;NZL;rhpi;34.33
1980-03-01;1980;3;18;NZL;rhpi;33.48
1980-06-01;1980;6;18;NZL;rhpi;33.34
1980-09-01;1980;9;18;NZL;rhpi;33.23
1980-12-01;1980;12;18;NZL;rhpi;33.00
1981-03-01;1981;3;18;NZL;rhpi;33.49
1981-06-01;1981;6;18;NZL;rhpi;34.97
1981-09-01;1981;9;18;NZL;rhpi;36.08
1981-12-01;1981;12;18;NZL;rhpi;37.51
1982-03-01;1982;3;18;NZL;rhpi;38.18
1982-06-01;1982;6;18;NZL;rhpi;40.64
1982-09-01;1982;9;18;NZL;rhpi;41.00
1982-12-01;1982;12;18;NZL;rhpi;41.43
1983-03-01;1983;3;18;NZL;rhpi;41.62
1983-06-01;1983;6;18;NZL;rhpi;41.89
1983-09-01;1983;9;18;NZL;rhpi;42.09
1983-12-01;1983;12;18;NZL;rhpi;42.34
1984-03-01;1984;3;18;NZL;rhpi;44.04
1984-06-01;1984;6;18;NZL;rhpi;43.86
1984-09-01;1984;9;18;NZL;rhpi;43.22
1984-12-01;1984;12;18;NZL;rhpi;42.54
1985-03-01;1985;3;18;NZL;rhpi;42.09
1985-06-01;1985;6;18;NZL;rhpi;42.36
1985-09-01;1985;9;18;NZL;rhpi;42.70
1985-12-01;1985;12;18;NZL;rhpi;42.75
1986-03-01;1986;3;18;NZL;rhpi;42.50
1986-06-01;1986;6;18;NZL;rhpi;41.92
1986-09-01;1986;9;18;NZL;rhpi;41.60
1986-12-01;1986;12;18;NZL;rhpi;41.26
